Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Rye town,Colorado,INC,206,37.9212833,-104.9319349,Loading...,Loading...
Saguache town,Colorado,INC,539,38.0862704,-106.1410529,Loading...,Loading...
Salida city,Colorado,INC,5666,38.5298789,-105.9979159,Loading...,Loading...
San Luis town,Colorado,INC,598,37.2023749,-105.4225062,Loading...,Loading...
Sanford town,Colorado,INC,879,37.2574068,-105.9007664,Loading...,Loading...
Sawpit town,Colorado,INC,38,37.9947175,-108.0021356,Loading...,Loading...
Sedgwick town,Colorado,INC,172,40.9353937,-102.5254762,Loading...,Loading...
Seibert town,Colorado,INC,172,39.297967,-102.8695241,Loading...,Loading...
Severance town,Colorado,INC,7683,40.5265294,-104.8650115,Loading...,Loading...
Sheridan city,Colorado,INC,6105,38.4667098,-102.2943993,Loading...,Loading...
Sheridan Lake town,Colorado,INC,55,39.6467992,-105.0181965,Loading...,Loading...
Silt town,Colorado,INC,3536,39.5482928,-107.6533016,Loading...,Loading...
Silver Cliff town,Colorado,INC,609,38.1203925,-105.410387,Loading...,Loading...
Silver Plume town,Colorado,INC,207,39.695691,-105.7264455,Loading...,Loading...
Silverthorne town,Colorado,INC,4402,39.6561964,-106.08687,Loading...,Loading...
Silverton town,Colorado,INC,622,37.8108739,-107.6647429,Loading...,Loading...
Simla town,Colorado,INC,601,39.1407399,-104.0823701,Loading...,Loading...
Snowmass Village town,Colorado,INC,3096,39.2211568,-106.9391881,Aspen cityColorado,Loading...
South Fork town,Colorado,INC,510,37.6691025,-106.6417782,Loading...,Loading...
Springfield town,Colorado,INC,1325,37.4049137,-102.6188979,Loading...,Loading...
Starkville town,Colorado,INC,62,37.1168261,-104.5232956,Loading...,Loading...
Steamboat Springs city,Colorado,INC,13224,40.4776969,-106.8242966,Loading...,Loading...
Sterling city,Colorado,INC,13735,40.6205892,-103.1925248,Loading...,Loading...
Stratton town,Colorado,INC,656,39.3028828,-102.6034734,Loading...,Loading...
Sugar City town,Colorado,INC,259,38.2327735,-103.663312,Loading...,Loading...
Superior town,Colorado,INC,13094,39.9339857,-105.1588125,Loading...,Loading...
Swink town,Colorado,INC,604,38.0140683,-103.6281624,Loading...,Loading...
Telluride town,Colorado,INC,2607,37.9363337,-107.8268457,Loading...,Loading...
Thornton city,Colorado,INC,141867,39.9196775,-104.943815,Loading...,Loading...
Timnath town,Colorado,INC,6487,40.5337692,-104.9623021,Loading...,Loading...
Trinidad city,Colorado,INC,8329,37.1750385,-104.4907899,Loading...,Loading...
Two Buttes town,Colorado,INC,34,37.5606642,-102.3965556,Loading...,Loading...
Vail town,Colorado,INC,4835,39.638531,-106.3611298,Loading...,Loading...
Victor city,Colorado,INC,379,38.7087383,-105.1418865,Loading...,Loading...
Vilas town,Colorado,INC,98,37.3736643,-102.4474163,Loading...,Loading...
Vona town,Colorado,INC,95,39.3021195,-102.7433516,Loading...,Loading...
Walden town,Colorado,INC,606,40.731584,-106.2813362,Loading...,Loading...
Walsenburg city,Colorado,INC,3049,37.6305976,-104.7817194,Trinidad cityColorado,Loading...
Walsh town,Colorado,INC,543,37.3861073,-102.2799334,Loading...,Loading...
Ward town,Colorado,INC,128,40.0721653,-105.5138849,Loading...,Loading...
Wellington town,Colorado,INC,11047,40.6999916,-105.0053396,Loading...,10.99331211
Westcliffe town,Colorado,INC,435,38.133944,-105.4653972,Loading...,Loading...
Westminster city,Colorado,INC,116317,39.8836896,-105.0624528,Loading...,Loading...
Wheat Ridge city,Colorado,INC,32398,39.7727595,-105.1028544,Loading...,Loading...
Wiggins town,Colorado,INC,1401,40.2286756,-104.0724666,Fort Morgan cityColorado,Loading...
Wiley town,Colorado,INC,437,38.155324,-102.7191832,Loading...,Loading...
Williamsburg town,Colorado,INC,731,38.3839838,-105.170993,Loading...,Loading...
Windsor town,Colorado,INC,32716,40.468922,-104.9198779,Loading...,Loading...
Winter Park town,Colorado,INC,1033,39.8784724,-105.7828431,Loading...,Loading...
Woodland Park city,Colorado,INC,7920,38.9985272,-105.059387,Loading...,Loading...
Wray city,Colorado,INC,2358,40.0800939,-102.2283552,Loading...,Loading...
Yampa town,Colorado,INC,399,40.1530069,-106.9086322,Loading...,Loading...
Yuma city,Colorado,INC,3456,40.1234821,-102.7161231,Loading...,Loading...
Andover,Connecticut,INC,"3,151",41.7331165,-72.3760506,Loading...,Loading...
Ansonia,Connecticut,INC,"18,918",41.3442502,-73.0689273,Loading...,Loading...
Ashford,Connecticut,INC,"4,191",41.8910759,-72.1710283,Loading...,Loading...
Avon,Connecticut,INC,"18,932",41.7906744,-72.8538398,Loading...,Loading...
Barkhamsted,Connecticut,INC,"3,647",41.9315537,-72.9727746,Loading...,Loading...
Beacon Falls,Connecticut,INC,"6,000",41.4390225,-73.0567658,Loading...,Loading...
Berlin,Connecticut,INC,"20,175",41.6113816,-72.7758288,Loading...,Loading...
Bethany,Connecticut,INC,"5,297",41.4260508,-72.9930851,Loading...,Loading...
Bethel,Connecticut,INC,"20,358",41.374714,-73.3928407,Loading...,Loading...
Bethlehem,Connecticut,INC,"3,385",41.637483,-73.2113207,Loading...,Loading...
Bloomfield,Connecticut,INC,"21,535",41.8425737,-72.7406202,Loading...,Loading...
Bolton,Connecticut,INC,"4,858",41.7664854,-72.4390081,Loading...,Loading...
Bozrah,Connecticut,INC,"2,429",41.5453354,-72.1748873,Loading...,Loading...
Branford,Connecticut,INC,"28,273",41.2792782,-72.7965129,Loading...,Loading...
Bridgeport,Connecticut,INC,"148,654",41.1872212,-73.1954957,Loading...,3.609421975
Bridgewater,Connecticut,INC,"1,662",41.5208748,-73.3601307,Loading...,Loading...
Bristol,Connecticut,INC,"60,833",41.6811487,-72.9406963,Loading...,Loading...
Brookfield,Connecticut,INC,"17,528",41.4674169,-73.3922997,Loading...,Loading...
Brooklyn,Connecticut,INC,"8,450",41.7869725,-71.9543565,Loading...,Loading...
Burlington,Connecticut,INC,"9,519",41.7597592,-72.9589606,Loading...,Loading...
Canaan,Connecticut,INC,"1,080",41.9597896,-73.3101646,Loading...,Loading...
Canterbury,Connecticut,INC,"5,045",41.6978794,-71.9997751,Loading...,Loading...
Canton,Connecticut,INC,"10,124",41.8600045,-72.9083061,Loading...,Loading...
